clade_name	sub-MIC015	sub-MIC105	sub-MIC104	sub-MIC103	sub-MIC102	sub-MIC101	sub-MIC100	sub-MIC099	sub-MIC098	sub-MIC014	sub-MIC097	sub-MIC096	sub-MIC095	sub-MIC094	sub-MIC093	sub-MIC092	sub-MIC091	sub-MIC090	sub-MIC088	sub-MIC087	sub-MIC013	sub-MIC085	sub-MIC084	sub-MIC083	sub-MIC082	sub-MIC081	sub-MIC080	sub-MIC079	sub-MIC078	sub-MIC077	sub-MIC076	sub-MIC012	sub-MIC073	sub-MIC072	sub-MIC071	sub-MIC070	sub-MIC069	sub-MIC068	sub-MIC065	sub-MIC064	sub-MIC063	sub-MIC061	sub-MIC010	sub-MIC060	sub-MIC059	sub-MIC057	sub-MIC056	sub-MIC053	sub-MIC052	sub-MIC051	sub-MIC049	sub-MIC048	sub-MIC017	sub-MIC016	sub-MIC003	sub-MIC002	sub-MIC047	sub-MIC009	sub-MIC046	sub-MIC045	sub-MIC044	sub-MIC043	sub-MIC042	sub-MIC041	sub-MIC040	sub-MIC039	sub-MIC038	sub-MIC037	sub-MIC008	sub-MIC036	sub-MIC035	sub-MIC034	sub-MIC033	sub-MIC032	sub-MIC031	sub-MIC029	sub-MIC028	sub-MIC027	sub-MIC026	sub-MIC005	sub-MIC025	sub-MIC024	sub-MIC023	sub-MIC022	sub-MIC021	sub-MIC020	sub-MIC019	sub-MIC018
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Xylanibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Rikenellaceae___g__Alistipes	843	2820	799	1216	15	122	4	1763	145	1811	1356	476	34	0	151	2030	4545	3578	104	103	937	741	341	274	644	146	474	663	413	1365	7586	1056	10144	3360	1676	1731	17	3350	68	131	3902	22	175	186	2042	36	1834	0	42	21	548	0	42	137	125	6197	1582	125	342	1834	522	429	3016	4201	2795	6	1341	1365	821	2702	805	1398	4725	114	1636	2233	6854	68	95	1207	743	227	1219	21	0	401	101	266
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Rikenellaceae___g__Rikenella	0	0	0	0	3	0	0	15	0	0	0	0	0	0	0	18	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Rikenellaceae___g__Rikenellaceae RC9 gut group	0	0	0	0	1177	0	10	788	1628	0	511	0	1679	185	1851	963	0	0	86	127	0	0	2345	0	130	0	2600	0	49	0	0	57	0	0	0	0	3107	0	1328	485	0	0	259	0	0	2832	0	0	1479	1295	0	595	0	0	220	0	0	0	332	0	0	0	0	0	17	109	0	0	0	0	1509	0	0	1464	0	0	0	0	0	0	0	0	0	770	137	0	0	15
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Rikenellaceae___g__SP3-e08	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Rikenellaceae___g__dgA-11 gut group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Tannerellaceae___g__Parabacteroides	469	3330	1055	1050	40	20	13	1642	801	989	619	367	516	33	41	2001	134	767	61	1630	60	840	647	609	599	2934	545	770	1988	1479	1254	187	1128	738	1518	159	815	906	4217	371	1422	654	392	335	1487	30	404	0	93	26	161	623	98	140	40	326	349	240	232	317	318	116	1232	897	1002	47	0	2034	155	1090	852	437	962	1355	235	775	1127	17	148	844	208	270	519	35	7	1584	165	138
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Flavobacteriales___f__Flavobacteriaceae___g__Psychroflexus	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Flavobacteriales___f__Weeksellaceae___g__Chryseobacterium	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Sphingobacteriales___f__Sphingobacteriaceae___g__Sphingobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Campylobacterota___c__Campylobacteria___o__Campylobacterales___f__Arcobacteraceae___g__Arcobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Campylobacterota___c__Campylobacteria___o__Campylobacterales___f__Campylobacteraceae___g__Campylobacter	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Campylobacterota___c__Campylobacteria___o__Campylobacterales___f__Helicobacteraceae___g__Helicobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Cyanobacteriota___c__Vampirivibrionia___o__Gastranaerophilales___f__Gastranaerophilaceae___g__CAG-196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10	0	0	0	90	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Cyanobacteriota___c__Vampirivibrionia___o__Gastranaerophilales___f__Gastranaerophilaceae___g__Zag_111	0	0	0	0	33	0	0	0	36	0	1286	0	0	0	215	0	480	0	0	72	0	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	245	1155	0	0	246	7948	0	18	908	0	193	0	0	99	3177	343	400	0	0	89	0	0	0	0	0	29	78	0	0	0	0	0	0	0	0	0	72	0	0	299	0	0	0	548	0	0	15	0	0	27
k__Bacteria___p__Elusimicrobiota___c__Elusimicrobia___o__Elusimicrobiales___f__Elusimicrobiaceae___g__Elusimicrobium	0	0	0	0	0	11	0	0	147	0	0	0	220	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	3499
k__Bacteria___p__Fusobacteriota___c__Fusobacteriia___o__Fusobacteriales___f__Fusobacteriaceae___g__Cetobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Fusobacteriota___c__Fusobacteriia___o__Fusobacteriales___f__Fusobacteriaceae___g__Fusobacterium	0	0	0	0	0	0	0	0	0	0	0	29	0	0	4	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Fusobacteriota___c__Fusobacteriia___o__Fusobacteriales___f__Leptotrichiaceae___g__Leptotrichia	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Fusobacteriota___c__Fusobacteriia___o__Fusobacteriales___f__Leptotrichiaceae___g__Sneathia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Nitrospirota___c__Nitrospiria___o__Nitrospirales___f__Nitrospiraceae___g__Nitrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Patescibacteria___c__Saccharimonadia___o__Saccharimonadales___f__Saccharimonadaceae___g__Candidatus Saccharimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Patescibacteria___c__Saccharimonadia___o__Saccharimonadales___f__Saccharimonadaceae___g__TM7x	0	0	0	0	5	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Acetobacterales___f__Acetobacteraceae___g__Swingsia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Caulobacterales___f__Caulobacteraceae___g__Brevundimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Hyphomicrobiales___f__Beijerinckiaceae___g__Methylobacterium	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Hyphomicrobiales___f__Beijerinckiaceae___g__Methylorubrum	12	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	3	7	0	0	0	3	0	4	5	5	0	0	0	0	3	0	13	7	4	0	5	0	17	0	0	0	5	0	0	0	0	4	0	5	14	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Hyphomicrobiales___f__Rhizobiaceae___g__Agrobacterium	2	3	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0	10	17	0	2	4	57	0	6	0	18	0	0	46	3	5	34	0	4	0	0	5	2	0	0	0	0	3	0	0	0	0	0	0	0	5	5	0	0	0	66	0	0	0	6	0	0	0	5	0	10	0	4	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Hyphomicrobiales___f__Rhizobiaceae___g__Endobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Hyphomicrobiales___f__Rhizobiaceae___g__Mangrovicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Hyphomicrobiales___f__Rhizobiaceae___g__Pseudorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Hyphomicrobiales___f__Rhizobiaceae___g__[Rhizobium] sphaerophysae group	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Sphingomonadales___f__Sphingomonadaceae___g__Blastomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Sphingomonadales___f__Sphingomonadaceae___g__Sphingomonas	3	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	9	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	3	0	2	10	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Sphingomonadales___f__Sphingomonadaceae___g__Sphingosinithalassobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Burkholderiales___f__Alcaligenaceae___g__Achromobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Burkholderiales___f__Burkholderiaceae___g__Burkholderia-Caballeronia-Paraburkholderia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	6	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	4	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Burkholderiales___f__Comamonadaceae___g__Acidovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Burkholderiales___f__Comamonadaceae___g__Aquincola	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Burkholderiales___f__Comamonadaceae___g__Delftia	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	23	0	3	0	0	0	0	0	27	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Burkholderiales___f__Neisseriaceae___g__Neisseria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Burkholderiales___f__Oxalobacteraceae___g__Oxalobacter	0	0	17	10	8	0	0	5	24	0	0	0	0	0	9	10	21	22	0	11	0	0	36	10	0	0	25	0	6	22	0	0	0	8	0	0	6	0	4	0	21	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Burkholderiales___f__Sutterellaceae___g__Parasutterella	0	0	26	11	14	0	0	0	0	3	825	7	19	0	9	7	43	0	272	6	0	114	18	9	0	0	64	0	0	188	937	0	182	574	7	72	0	0	281	334	223	168	39	0	0	0	4	1352	0	0	20	0	4	0	45	303	11	9	0	0	20	7	48	3	0	5	0	0	11	0	93	0	23	0	7	133	16	0	95	0	0	0	0	0	0	0	0	4
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Burkholderiales___f__Sutterellaceae___g__Sutterella	187	193	833	398	140	322	819	124	106	517	0	1681	613	286	268	162	446	148	275	191	52	0	16	710	820	1469	30	502	1114	571	3	109	1173	0	589	1237	335	52	185	0	370	1573	0	10	131	556	387	0	362	759	0	28	340	400	506	0	137	124	209	0	304	281	8	314	36	595	19	1128	78	128	0	1433	242	360	336	90	172	13	68	35	637	493	653	173	228	449	13	93
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Burkholderiales___f__Sutterellaceae___g__Turicimonas	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Enterobacterales___f__Alteromonadaceae___g__Rheinheimera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Aquamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Buttiauxella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Citrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Enterobacter	0	0	77	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	7	0	0	5	0	0	0	356	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	8	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	16	0	0	0	0	0	0	0	0	0	0	0	6	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Escherichia-Shigella	0	9	81	0	64	0	50	15	11	18	3	0	14	0	13	8	68	1302	13	10	24	26	0	5	165	148	0	5445	936	198	23	0	184	237	882	0	0	9	9	7	2288	19	14	0	257	12	0	29	10	0	6	0	3	0	0	12	7	0	0	60	0	6	0	0	0	0	5	0	3	0	0	44	0	36	0	0	5	4	23	0	51	867	14	10	32	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Klebsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	17	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	22	0	9	0	14	0	0	29	0	0	7	0	0	5	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Lelliottia	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Raoultella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Enterobacterales___f__Erwiniaceae___g__Mixta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
