clade_name	SRR11944139	SRR11944140	SRR11944141	SRR11944142	SRR11944143	SRR11944144	SRR11944145	SRR11944146	SRR11944147	SRR11944148	SRR11944149	SRR11944150	SRR11944151	SRR11944152	SRR11944153	SRR11944154	SRR11944155	SRR11944156	SRR11944157	SRR11944158	SRR11944159	SRR11944160	SRR11944161	SRR11944162	SRR11944163	SRR11944164	SRR11944165	SRR11944166	SRR11944167	SRR11944168	SRR11944169	SRR11944170	SRR11944171	SRR11944172	SRR11944173	SRR11944174	SRR11944175	SRR11944176	SRR11944177	SRR11944178	SRR11944179	SRR11944180	SRR11944181	SRR11944182	SRR11944183	SRR11944184	SRR11944185	SRR11944186	SRR11944187	SRR11944188	SRR11944189	SRR11944190	SRR11944191	SRR11944192	SRR11944193	SRR11944194	SRR11944195	SRR11944196	SRR11944197	SRR11944198	SRR11944199	SRR11944200	SRR11944201	SRR11944202	SRR11944204	SRR11944205	SRR11944206	SRR11944207	SRR11944208	SRR11944209	SRR11944210	SRR11944211	SRR11944212	SRR11944213	SRR11944214	SRR11944215	SRR11944216	SRR11944217	SRR11944218	SRR11944219	SRR11944220	SRR11944221	SRR11944222	SRR11944223	SRR11944224	SRR11944225	SRR11944226	SRR11944227	SRR11944228	SRR11944229	SRR11944230	SRR11944231	SRR11944232	SRR11944233	SRR11944234	SRR11944235	SRR11944236	SRR11944237	SRR11944238	SRR11944239	SRR11944240	SRR11944241	SRR11944242	SRR11944243	SRR11944244	SRR11944245	SRR11944246	SRR11944247	SRR11944248	SRR11944249
d__Bacteria___p__Firmicutes___c__Bacilli___o__RF39	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	16	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	98	0	0	0	231	0	228	32	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Staphylococcales	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	26	0	0	0	0	7	0	0	0	0	0	0	2	0	4	0	2	4	0	7	3	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	7	0	0	2	0	25	4	9	4	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	3	0	52	13	0	0	0	4	55
d__Bacteria___p__Firmicutes___c__Bacilli___o__Staphylococcales___f__Gemellaceae	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	26	0	0	0	0	7	0	0	0	0	0	0	2	0	4	0	2	4	0	7	3	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	7	0	0	2	0	8	4	9	4	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	3	0	52	13	0	0	0	4	55
d__Bacteria___p__Firmicutes___c__Bacilli___o__Staphylococcales___f__Gemellaceae___g__Gemella	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	26	0	0	0	0	7	0	0	0	0	0	0	2	0	4	0	2	4	0	7	3	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	7	0	0	2	0	8	4	9	4	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	3	0	52	13	0	0	0	4	55
d__Bacteria___p__Firmicutes___c__Bacilli___o__Staphylococcales___f__Staphylococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Staphylococcales___f__Staphylococcaceae___g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia	15161	1587	16556	8806	1405	16789	9166	10289	10647	5753	22086	14010	8733	4016	10566	15498	8743	9470	8371	4878	7325	0	5810	5146	5872	10775	15003	16349	14046	11492	7238	9411	16004	5722	8320	8893	7399	7492	738	814	9199	4890	10658	22636	9553	10081	8283	19307	7726	10885	8031	12336	9094	22111	17779	9264	9606	5743	6672	13365	5239	8774	6967	13796	10039	7285	9490	11255	8772	5598	3881	13138	15534	14099	13473	16563	14985	10071	15565	7722	12448	9849	7637	7619	6435	5336	12776	13392	11795	5381	16552	185	10287	22930	5740	10799	1110	14023	5567	11282	16495	7406	8323	10757	13023	12538	11739	4758	10354	13367
d__Bacteria___p__Firmicutes___c__Clostridia___o__Christensenellales	0	7	1227	141	0	151	0	0	0	0	0	0	23	4	750	0	0	190	0	0	0	0	0	0	0	6	8	161	777	28	0	0	0	0	0	613	0	432	0	0	2	2	121	924	42	70	0	56	88	1092	0	0	43	1192	11	216	7	0	13	74	0	0	339	23	16	312	34	87	0	4	0	0	0	0	240	62	1362	0	0	0	0	0	0	2	3	0	406	0	0	0	124	0	1212	265	0	0	0	12	271	0	689	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Christensenellales___f__Christensenellaceae	0	7	1227	141	0	151	0	0	0	0	0	0	23	4	750	0	0	190	0	0	0	0	0	0	0	6	8	161	777	28	0	0	0	0	0	613	0	432	0	0	2	2	121	924	42	70	0	56	88	1092	0	0	43	1192	11	216	7	0	13	74	0	0	339	23	16	312	34	87	0	4	0	0	0	0	240	62	1362	0	0	0	0	0	0	2	3	0	406	0	0	0	124	0	1212	265	0	0	0	12	271	0	689	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Christensenellales___f__Christensenellaceae___g__Christensenella	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Christensenellales___f__Christensenellaceae___g__Christensenellaceae_R-7_group	0	7	1208	135	0	145	0	0	0	0	0	0	23	4	738	0	0	184	0	0	0	0	0	0	0	6	8	161	777	28	0	0	0	0	0	613	0	432	0	0	2	0	121	912	34	70	0	56	85	1070	0	0	43	1192	8	209	7	0	0	74	0	0	339	23	16	304	34	80	0	4	0	0	0	0	232	62	1362	0	0	0	0	0	0	0	0	0	404	0	0	0	124	0	1205	234	0	0	0	0	271	0	681	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridia_UCG-014	0	0	77	0	25	107	0	0	0	0	0	0	201	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	27	0	0	56	0	952	148	0	0	0	0	0	154	0	0	0	1852	0	189	0	0	0	0	0	0	40	0	0	0	0	0	0	4	0	0	0	0	0	0	73	0	0	0	0	232	0	0	0	0	654	0	0	0	180	0	1366	854	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridia_or	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	18	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridia_or___f__Hungateiclostridiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	18	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridia_or___f__Hungateiclostridiaceae___g__Ruminiclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridia_vadinBB60_group	0	0	32	4	0	7	0	0	0	0	0	0	10	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	11	0	60	0	3	0	231	0	0	0	380	0	11	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	26	0	0	0	5	0	2422	14	0	0	0	0	4	0	96	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridiales	0	0	6	129	0	0	88	0	0	50	0	71	0	76	16	0	0	0	37	0	94	0	52	93	20	0	4	493	0	95	3	0	0	0	30	0	0	0	0	0	0	40	39	0	86	45	0	457	142	8	65	0	0	0	0	0	53	9	0	0	28	0	0	0	0	0	0	0	14	0	9	0	0	0	0	134	76	0	181	0	0	0	0	39	0	0	33	0	50	0	0	0	71	5	0	29	0	33	9	0	114	0	19	77	0	17	0	0	344	129
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridiales___f__Clostridiaceae	0	0	6	129	0	0	88	0	0	50	0	71	0	76	16	0	0	0	37	0	94	0	52	93	20	0	4	493	0	95	3	0	0	0	30	0	0	0	0	0	0	40	39	0	86	45	0	457	142	8	65	0	0	0	0	0	53	9	0	0	28	0	0	0	0	0	0	0	14	0	9	0	0	0	0	134	76	0	181	0	0	0	0	39	0	0	33	0	50	0	0	0	71	5	0	29	0	33	9	0	114	0	19	77	0	17	0	0	344	129
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridiales___f__Clostridiaceae___g__Clostridium_sensu_stricto_1	0	0	6	129	0	0	88	0	0	50	0	71	0	76	16	0	0	0	37	0	94	0	52	93	20	0	4	493	0	95	3	0	0	0	30	0	0	0	0	0	0	40	39	0	86	45	0	457	142	8	65	0	0	0	0	0	53	9	0	0	28	0	0	0	0	0	0	0	14	0	9	0	0	0	0	134	76	0	181	0	0	0	0	39	0	0	33	0	50	0	0	0	71	5	0	29	0	33	9	0	114	0	19	77	0	17	0	0	344	129
d__Bacteria___p__Firmicutes___c__Clostridia___o__Eubacteriales	0	0	15	0	0	0	0	0	0	0	3	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	135	5	0	26	2	0	0	0	236	3	35	0	0	0	0	10	4	14	2	4	27	0	34	0	0	2	0	0	21	0	33	0	32	26	4	5	0	0	0	0	0	5	11	14	0	3	0	0	0	0	8	0	0	0	0	88	0	5	0	13	0	0	13	0	3	47	0	5	0	0	0	0	105	0	34	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Eubacteriales___f__Anaerofustaceae	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	2	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Eubacteriales___f__Anaerofustaceae___g__Anaerofustis	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	2	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Eubacteriales___f__Eubacteriaceae	0	0	12	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	26	2	0	0	0	236	3	35	0	0	0	0	10	0	14	0	0	27	0	32	0	0	2	0	0	21	0	33	0	32	24	0	5	0	0	0	0	0	5	11	14	0	3	0	0	0	0	8	0	0	0	0	88	0	5	0	13	0	0	13	0	0	47	0	0	0	0	0	0	103	0	34	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Eubacteriales___f__Eubacteriaceae___g__Eubacterium	0	0	12	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	26	2	0	0	0	236	3	35	0	0	0	0	10	0	14	0	0	27	0	32	0	0	2	0	0	21	0	33	0	32	24	0	0	0	0	0	0	0	5	11	14	0	3	0	0	0	0	8	0	0	0	0	88	0	5	0	13	0	0	13	0	0	47	0	0	0	0	0	0	103	0	34	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Eubacteriales___f__Eubacteriaceae___g__Pseudoramibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales	8448	899	7880	1484	412	8836	5775	7003	4416	5092	12146	8846	3284	2428	3310	9518	3526	2695	7520	4261	4237	0	4842	4946	1964	6491	6298	10215	5832	4194	3242	5710	4878	3858	5091	2068	4097	2355	0	374	6662	1227	3724	11736	5913	3809	4846	6900	4165	4277	7309	7676	3139	8230	7105	3021	5163	2225	2251	5072	3099	7397	2948	10175	7971	1846	4793	9684	3245	2155	1716	9908	8874	8427	6201	3700	5810	6197	10923	3226	9305	5242	4903	4213	1937	4174	4511	8337	5254	4946	5718	0	1632	9434	5343	5576	639	11275	2931	9275	4119	7333	3366	8457	7928	10717	9024	2834	6253	8665
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Defluviitaleaceae	0	0	6	0	0	9	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	5	0	9	0	0	0	0	0	85	0	0	0	0	0	16	0	0	0	19	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Defluviitaleaceae___g__Defluviitaleaceae_UCG-011	0	0	6	0	0	9	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	5	0	9	0	0	0	0	0	85	0	0	0	0	0	16	0	0	0	19	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae	8448	899	7874	1484	412	8827	5775	7003	4416	5092	12146	8846	3274	2428	3310	9518	3526	2695	7520	4261	4237	0	4842	4946	1964	6491	6298	10215	5819	4194	3242	5710	4878	3858	5091	2063	4097	2346	0	374	6662	1227	3724	11651	5913	3809	4846	6900	4165	4261	7309	7676	3135	8211	7105	3015	5163	2225	2251	5072	3099	7397	2948	10175	7971	1843	4793	9684	3245	2155	1716	9908	8874	8427	6188	3700	5810	6197	10923	3226	9305	5242	4903	4213	1937	4174	4507	8337	5234	4946	5718	0	1615	9421	5343	5576	639	11275	2931	9275	4119	7333	3366	8457	7928	10717	9024	2834	6253	8665
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__ASF356	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Acetitomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Agathobacter	1355	20	1031	147	0	358	0	430	382	0	2290	0	774	54	143	2488	0	1263	303	0	0	0	0	0	0	54	0	1491	895	144	181	672	0	0	486	296	685	205	0	0	260	0	571	586	305	46	468	653	0	106	0	98	0	0	990	803	1953	73	1201	318	184	0	0	865	0	7	487	0	0	222	269	1000	76	823	0	0	1161	924	886	0	0	1012	0	0	0	560	887	168	0	0	449	0	126	148	0	0	148	967	526	0	0	0	47	554	0	0	1115	0	0	1248
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Anaerostignum	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	16	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Anaerostipes	72	62	888	108	0	320	12	1640	888	42	2156	912	23	4	220	1016	123	297	123	26	312	0	20	1103	8	1561	223	822	510	57	584	1733	464	385	213	156	521	7	0	0	918	144	965	1088	337	21	755	185	384	605	61	14	23	367	56	103	240	159	0	914	107	15	372	1705	47	0	573	663	761	468	88	1384	1272	1857	399	247	640	1409	2049	1089	1776	50	96	4	51	303	588	6	1336	1468	175	0	252	254	103	882	0	294	31	2338	0	1423	132	212	83	161	528	1026	0	1294
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Blautia	2106	430	2752	1019	78	2240	3637	1513	1750	2250	3064	3570	748	700	974	2213	922	656	715	1359	2311	0	2219	703	1034	1244	1799	2185	1081	1209	846	939	3339	237	2016	502	1817	483	0	152	2140	859	1376	3451	784	1354	383	1173	1842	2409	907	2700	1706	1215	1621	515	1554	570	759	1190	973	3674	839	3085	4248	444	1322	5434	1452	562	685	2709	2627	1759	1844	1948	1412	365	2267	773	1986	855	2227	1076	797	1639	1702	3320	2078	2045	2500	0	247	2050	698	1407	21	3173	1502	2910	2284	2824	517	2666	4240	2647	2065	16	1431	2095
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__CAG-56	226	0	36	0	0	0	0	31	0	0	0	117	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	63	0	0	0	85	0	0	0	0	0	7	151	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	96	0	0	0	0	0	49	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	21	0	0	121	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Catenibacillus	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	0	0	0	37	0	0	0	0	0	0	7	0	0	0	0	0	8	0	0	14	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Cellulosilyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Coprococcus	153	0	192	0	0	0	0	105	0	224	0	0	74	48	0	326	0	35	176	0	0	0	0	0	0	0	0	651	0	0	0	0	0	309	0	135	137	55	0	0	0	0	41	86	0	0	243	205	51	0	0	0	207	121	0	99	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	662	469	274	57	133	60	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	754	0	122	0	107	22	0	34	0	0	250	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Dorea	1347	10	746	0	0	62	227	766	439	341	715	153	0	649	171	349	0	0	2740	1089	0	0	1000	227	0	1574	460	1545	203	304	97	449	14	221	386	180	0	156	0	100	939	0	154	1226	372	330	186	1150	922	0	3150	104	118	3527	29	259	179	469	109	517	521	748	0	647	547	2	562	697	0	0	94	1789	721	412	812	0	240	68	736	0	1172	27	0	515	63	0	83	491	0	0	302	0	0	565	888	1086	162	691	47	502	145	299	216	1792	1295	3301	655	0	2927	396
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Eisenbergiella	0	0	0	0	0	8	0	0	9	0	0	9	0	0	0	0	35	0	0	0	0	0	0	0	0	0	77	0	27	0	0	0	0	12	0	0	0	0	0	0	0	0	0	7	0	0	0	0	20	0	11	46	0	0	8	0	29	0	0	5	0	0	50	0	0	0	0	73	0	0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	0	18	0	5	0	0	9	0	0	0	0	0	0	371	45	0	13	0	0	0	7	0	0	9	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Frisingicoccus	0	0	0	0	0	43	0	0	0	0	0	20	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Fusicatenibacter	755	0	365	0	0	718	0	213	151	301	0	1641	300	401	0	705	0	0	422	97	47	0	15	0	338	345	877	785	0	382	531	687	0	647	614	184	398	249	0	12	272	0	0	684	314	1373	36	244	0	0	0	1721	0	2	1237	235	0	229	0	706	545	64	3	904	425	0	235	0	0	0	35	554	907	1012	227	207	382	156	2132	254	1564	421	0	244	0	0	0	628	0	0	556	0	0	563	989	240	0	1224	0	761	0	364	152	195	52	76	437	299	1166	199
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__GCA-900066575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	6	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	26	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__GCA-900066755	0	98	0	0	0	557	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	199	392	0	0	0	0	0	140	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Hungatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	10	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnoclostridium	657	17	370	143	0	515	780	526	269	1022	851	186	322	74	358	363	636	132	1269	994	1388	0	93	2585	175	644	506	678	891	169	228	80	154	1004	272	71	257	163	0	21	419	42	66	239	1227	43	550	288	160	82	1685	441	25	257	363	53	449	88	79	262	531	932	103	1310	1141	99	570	874	741	369	151	1161	838	618	320	43	54	1696	1389	237	555	426	1489	456	533	285	142	1067	118	864	384	0	62	312	2109	558	121	282	22	2166	337	1133	92	764	774	1020	1562	532	680	1666
